,Item (Texto),GravedadMode
150,"A través de su cuenta de Twitter, el director de la División de las Américas de Human Rights Watch, José Miguel Vivanco, afirmó que la organización tiene evidencias de que miembros de la Policía habrían asesinado al menos a 20 manifestantes durante las jornadas del paro nacional en el país. Vivanco dijo: “Hemos documentado cada caso con evidencias de primera mano incluyendo informes médicos y forenses, entrevistas con testigos, familiares y abogados de víctimas y autoridades judiciales, y verificación de videos”.",3
151,"Ese fue el caso de un joven bogotano, que tras participar del paro del pasado 02 de junio, donde al parecer asistió con mentiras, fue descubierto por su padre, quien no dudo en meterle tremendo regaño público, frente a los protestantes y policías que estaban en el lugar. Según el video, el joven pudo haber tenido un altercado con los uniformados, (que lo tenían rodeado) por lo que su progenitor se vio obligado a sacarlo del apuro y fue allí donde se desencadenó toda la situación del video, que hoy inunda las plataformas. Una vez llegó el padre, dejó ver su indignación por las mentiras en medio de gritos de su hijo, a quien en medio de gritos le preguntaba:“¿A qué vino, huevó*?, ¿A protestar a qué?… Dígame una sola razón, ¿a qué vino a protestar?”. “Con mentiras, con tantas mentiras… No sabe un cul* del país y viene a protestar acá, no sabe nada, no sabe ni mier**”, continúa diciendo el padre, mientras el joven avergonzado y en silencio, agacha la cabeza esperando que todo termine.",0
152,"La CIDH también documentó la preocupación de los colombianos sobre las interrupciones del servicio de Internet en el contexto de las protestas. Según señalaron, esto habría generado un escenario de obstaculización de las denuncias sobre el actuar de la fuerza pública. Los reportes recibidos enseñan tanto el posible uso de tecnología dirigida a inhibir o restringir la señal de Internet, como el bloqueo de las direcciones de dos páginas en Internet que contenían información sobre las protestas. Otra de las preocupaciones de la Comisión en materia de tecnología son las reiteradas denuncias que recibió sobre el perfilamiento de usuarios de redes sociales, participantes o no de las protestas. Reseñó que “la caracterización genérica a través de términos como terrorismo, vandalismo o criminales estigmatiza a las personas manifestantes, activa un ambiente hostil al ejercicio de la protesta y a la libertad de expresión en Internet. La Relatoría Especial para la Libertad de Expresión ha señalado que las sanciones penales por la difusión de información presuntamente falsa podrían retrotraer a la región a una lógica de criminalizar expresiones sobre asuntos de interés público y establecer una herramienta con un fuerte efecto inhibitorio. ",2
153,"Una de las consecuencias políticas que deja el paro es que, efectivamente, validó la protesta social como un mecanismo para lograr cambios en el país, de acuerdo con analistas",0
154,"Las organizaciones no gubernamentales (ONG) Indepaz y Temblores denunciaron el lunes que durante los dos meses de Paro Nacional en Colombia, que se ha desarrollado bajo el “uso excesivo de la violencia por parte de la Fuerza Pública”, se han cometido 75 asesinatos.",3
155,"“ Gustavo Petro instigó el paro y no rechazó la violencia ”: Enrique Peñalosa. El exalcalde de Bogotá habló sobre la ventaja que perdió Gustavo Petro sobre los demás candidatos para las elecciones de 2022, en la encuesta del Centro Nacional de Consultoría para SEMANA. Por esa razón, los dos fueron consultados sobre el desplome que tuvo Gustavo Petro tuerca esta encuesta. Aunque se mantiene en el primer lugar de intención de voto, bajó cuatro puntos con relación a los resultados anteriores y logró un 21% . Enrique Peñalosa, fue el más crítico con el exalcalde de Bogotá y señaló que esa pérdida porcentual es una consecuencia elemental del paro nacional. “ Es cierto que Gustavo Petro instigó el tema del paro y realmente no fue suficientemente claro y oportuno rechazando la agresividad y los bloqueos que hubo. La ciudadanía sabe eso ”, dijo Peñalosa. Además, indicó que Petro está teniendo un desgaste natural por las constantes peleas en redes sociales y el radicalismo en sus mensajes.",0
156,"Hasta el 28 de mayo de 2021, cuando se cumplía un mes de movilizaciones en Colombia por el Paro Nacional, la Fundación para la Libertad de Prensa (FLIP) registró 165 violaciones a la libertad de prensa que han dejado 186 víctimas. Dentro de los hechos más graves se destacan: 59 agresiones físicas; 31 amenazas; y 6 detenciones ilegales. En este contexto, las mujeres periodistas han sido víctimas de 30 agresiones, entre las que se encuentran las agresiones físicas (10), el robo o eliminación del material periodístico (5), las detenciones ilegales (3) y las amenazas (4).",3
157,"Con 599 muertes por covid reportadas ayer, es el cuarto día consecutivo que se registra un nuevo récord de fallecimientos en el país. En vista de que el tercer pico está lejos de estar bajo control, la semana pasada más de 140 asociaciones de la comunidad científica y el sector salud le pidieron al Gobierno aplazar la reapertura económica. El Gobierno, mientras tanto, sigue ocupado señalando al paro como único culpable de la crisis.",2
158,"Las empanadas y el pastel de yuca sufren las consecuencias del paro nacional... Estos dos alimentos están sufriendo las consecuencias del paro nacional. Por falta de materia prima, existen serios problemas para prepararlos. Harina, azúcar, huevo, papa y yuca escasean.",0
159,"El objetivo de la tributaria se logró, pero las protestas no pararon. Con cada día que ha pasado hasta este 28 de mayo, se han sentido más fuertes y también se han 'llevado' por delante la reforma a la salud, a dos ministros (renunciaron Alberto Carrasquilla a Hacienda y Claudia Blum a la Cancillería) y a la Copa América, de la que Colombia iba a ser sede. ",1
160,"Es decir, “les conviene que haya unos chicos tirando piedras, manteniendo a la policía entretenida y no persiguiéndolos a ellos y a sus rentas criminales. Todo eso se mezcla de una manera complicada. Ahora, no es lo mismo un vándalo al que le paga la olla de narcotráfico que el chico humilde de Kennedy que está protestando con arte y cultura. Si los igualamos, los estigmatizamos y creamos más tensión. Vamos a tener cuidado para usar el canal adecuado”.",2
161,"A pesar de que el comité del paro ha encabezado muchas de las protestas, no representa a grupos juveniles o indígenas que también han organizado marchas y montado barricadas en ciudades como Cali y la washington, Bogotá. Estos grupos negocian actualmente por separado con las autoridades municipales.",0
162,"Del Comité del Paro a una campaña presidencial, Jennifer Pedraza salta a la arena política. La líder estudiantil será la jefe de debate del precandidato presidencial Jorge Enrique Robledo. Jennifer Pedraza, reconocida activista que ha conocido el país por su participación en las distintas movilizaciones que se han hecho en los últimos meses, anunció en sus redes sociales que será la jefe de debate del precandidato presidencial Jorge Enrique Robledo.",0
163,"por medio de la cicular 17 de 2021, el Ministerio de Educación ordena a los profesores y directivos de colegios oficiales reponer las clases perdidas durante el paro nacional. Se solicita la reposición del tiempo a los estudiantes por la participación total o parcial de los docentes y directivos en el ceses de actividades durante el paro nacional.",0
164,"Los diálogos previos entre el Comité Nacional del Paro y el Gobierno parecen estancados luego de la reunión privada que se realizó este jueves y de la que ambas partes dieron versiones bastante diferentes. El presidente de la Central Unitaria de Trabajadores (CUT), Francisco Maltés, lamentó que por parte del Gobierno Nacional no hubiese una respuesta sobre el documento de garantías para el ejercicio de la protesta que había sido radicado el pasado lunes.",2
165,"Atentado con carro bomba en Cúcuta: ¿hay que replantear la seguridad en unidades militares? Por su parte, el congresista Ciro Ramírez dijo que el fondo del asunto es que “hay un claro atentado contra todos los colombianos, tenemos nuevamente grupos criminales fortalecidos, rearmados, ocuparon espacios que las antiguas Farc dejaron, fortalecidos porque hoy Colombia está lleno de cocaína, y eso permite que economías ilegales se fortalezcan“. El senador del Centro Democrático aprovechó para comparar el paro nacional, que lleva más de un mes, con un atentado terrorista: “Lo del paro y los bloqueos fue un atentado terrorista porque los colombianos vieron cómo secuestraron la tercera ciudad del país, incendiaron 27 ciudades, atacaron misiones médicas y justo el día que anuncian la suspensión de protestas vemos actuaciones.",3
