,Item (Texto),SesgoMode
142,"Cucho' Hernández dijo presente en las protestas realizadas en España. El futbolista colombiano alzó su voz en España. Juan Camilo ´Cucho’ Hernández ha manifestado en sus redes sociales el amor que tiene por su Colombia, en momentos en los que han sido varias las figuras públicas pronunciándose por el contexto social de los últimos días. “Colombia tierra querida”, fue el primer mensaje del futbolista del Getafe en sus redes sociales.",0
143,"Del Comité del Paro a una campaña presidencial, Jennifer Pedraza salta a la arena política. La líder estudiantil será la jefe de debate del precandidato presidencial Jorge Enrique Robledo. Jennifer Pedraza, reconocida activista que ha conocido el país por su participación en las distintas movilizaciones que se han hecho en los últimos meses, anunció en sus redes sociales que será la jefe de debate del precandidato presidencial Jorge Enrique Robledo.",0
144,"Paro nacional le costó 15 billones de pesos a la economía de Bogotá, asegura Fenalco. Por ser el centro financiero y empresarial más importante del país, las pérdidas afectan también al 36% de las ventas de las compañías en Colombia. Con 8 millones de habitantes, la economía de Bogotá le aporta el 26% al crecimiento de la nación. La ciudad es la plataforma empresarial más grande de Colombia y cuna también de la mayoría de los emprendimientos de alto impacto. Es por esa magnitud de Bogotá que los bloqueos y los actos vandálicos ponen en riesgo toda esta cadena de producción y afectan al 17% de toda la población colombiana. “Si el gasto en Bogotá se frena, y es el 36% del gasto nacional, significa que es el 36% de las ventas de las empresas en el país. Por lo tanto, las movilizaciones de Bogotá tienen impacto en las ventas nacionales de diferentes marcas y empresas”, señala Camilo Herrera, presidente de Raddar. Muchos locales cerraron entre uno y 15 días durante esos actos vandálicos.",1
145,"Los diálogos previos entre el Comité Nacional del Paro y el Gobierno parecen estancados luego de la reunión privada que se realizó este jueves y de la que ambas partes dieron versiones bastante diferentes. El presidente de la Central Unitaria de Trabajadores (CUT), Francisco Maltés, lamentó que por parte del Gobierno Nacional no hubiese una respuesta sobre el documento de garantías para el ejercicio de la protesta que había sido radicado el pasado lunes.",0
146,"Atentado con carro bomba en Cúcuta: ¿hay que replantear la seguridad en unidades militares? Por su parte, el congresista Ciro Ramírez dijo que el fondo del asunto es que “hay un claro atentado contra todos los colombianos, tenemos nuevamente grupos criminales fortalecidos, rearmados, ocuparon espacios que las antiguas Farc dejaron, fortalecidos porque hoy Colombia está lleno de cocaína, y eso permite que economías ilegales se fortalezcan“. El senador del Centro Democrático aprovechó para comparar el paro nacional, que lleva más de un mes, con un atentado terrorista: “Lo del paro y los bloqueos fue un atentado terrorista porque los colombianos vieron cómo secuestraron la tercera ciudad del país, incendiaron 27 ciudades, atacaron misiones médicas y justo el día que anuncian la suspensión de protestas vemos actuaciones.",1
147,"Uribe, Petro y Duque, señalados de oportunistas por felicitar a Egan por el Giro de Italia... En Twitter también sobresalieron comentarios en los que se planteó que los mensajes de Duque, Petro y Uribe, sino que la victoria de Egan unió al país. Uno de ellos fue el de Mauricio Jaramillo Marín, quien trinó: “Le dicen oportunista a Petro por tuitear sobre Egan. Le dicen oportunista al presidente por felicitarlo. Y a otros. ¿Cuál es la diferencia? (Yo creo que, al contrario, esto no es de oportunismo: la victoria en el Giro es algo que nos une, que está por encima de rivalidades)”. ",0
148,"en algunas zonas de la capital continúan presentándose plantones, así como hechos de violencia y enfrentamientos entre manifestantes y la Fuerza Pública. Ese fue el caso de la noche del martes y la madrugada del miércoles, cuando Cristian David Castillo fue herido de gravedad en su cabeza, mientras estaba en la avenida Ciudad de Cali, a la altura de la avenida Suba, en medio de los disturbios que se presentaron en el lugar. A pesar de los intentos por salvarle la vida, murió cuando era trasladado en una ambulancia a un centro médico, producto de un paro cardiorrespiratorio generado por un golpe con objeto contundente, según dijo la Secretaría de Gobierno.",0
149,"Pero esto no ha servido para calmar la indignación. Y con el paso del tiempo, las protestas han dividido aún más a una sociedad ya polarizada: los partidarios dicen que las marchas son la única manera de conseguir que una clase política atrincherada los escuche, y los opositores dicen que los mensajes de los manifestantes han sido eclipsados por los actos violentos de algunos de ellos.",0
150,"Sin duda el paro nacional dejó una fuerte marca en la inflación en mayo. Esto último causó presiones alcistas sin precedentes en los costos de los alimentos, pues el grupo presentó un histórico avance de 5.4%, explicando así cerca del 90% de la inflación total en el mes, y superando ampliamente lo observado en el más reciente choque sobre los alimentos, es decir el paro camionero del 2016. Como se observó esa vez, este tipo de efectos sobre los precios provenientes del lado de la oferta suelen corregirse rápidamente, tendencia que debería observarse una vez se levanten los bloqueos.",0
151,Todas las fuentes consultadas para este reportaje —incluido Orjuela— dijeron que el paro debió tener alguna influencia en el aumento de contagios y muertes. Pero difirieron en la relevancia que pudo haber tenido.,0
152,"La población vivió una noche de miedo y caos debido a los enfrentamientos entre manifestantes y la Fuerza Pública, choque que culminó con el aparatoso incendio de la sede del Palacio de Justicia municipal. Videos mostraban las carreras de la gente y los sustos debido a detonaciones de armas de fuego. Además, Camilo Andrés Arango García, estudiante de derecho, murió al recibir un tiro y colectivos aseguran que fueron uniformados durante los enfrentamientos de ayer.​",0
153,"En un marco complejo, se vivió una insólita situación en una de las ciudades donde se presentaba protestas. Durante las manifestaciones en Buenaventura, se conoció un video donde un hombre con flores y globo en forma de corazón se acercaba a una mujer para expresarle su amor.",0
154,"Miles de colombianos se manifiestan a lo largo del país este 12 de mayo, en la tercera jornada de paro nacional desde que iniciaron las protestas antigubernamentales el pasado 28 de abril. Las movilizaciones de este miércoles, que transcurren de manera pacífica, fueron convocadas por el Comité Nacional del Paro en respuesta a la falta de un acuerdo con el presidente Iván Duque durante la primera reunión que sostuvieron el pasado lunes para negociar sus propuestas sociales, económicas y de seguridad con el fin de encontrar una salida a la crisis.",0
155,"En un barrio rico de Cali, civiles sacaron sus pistolas y fusiles para disparar contra manifestantes, con policías a su lado. Querían cuidar sus bienes de personas que querían afectarlos. Ya fracturada por la desigualdad y el racismo, la capital del Valle del Cauca se encontró en el paro nacional con una realidad soterrada. El 28 de mayo, una turba de barrios marginales arribó al exclusivo sector de Ciudad Jardín e intentó incendiar una estación de policía. Los vecinos respondieron a tiros.",0
156,"Salvemos a Colombia: La verdadera amenaza es el terrorismo urbano financiado con dineros del narcotráfico. Voy a decirlo con claridad, sin adornos ni retórica: los violentos y los oportunistas tienen en jaque a Colombia. El país, poco a poco, ha sido arrastrado hacia un peligroso caos, que amenaza la democracia y pone a la nación al borde del abismo. Siento admiración y respeto por los jóvenes, especialmente por los más humildes, quienes, con mucho valor, decidieron reclamar sus derechos y exigir soluciones de fondo a los gobernantes. Sin embargo, una corriente violenta se ha aprovechado de ese movimiento social pacífico para tratar de imponerse por las armas y a las malas. No se equivoquen: las imágenes aterradoras que hemos visto en estos días no son fruto de la espontaneidad, sino que forman parte de un plan milimétricamente diseñado para arrodillar al país, someter las libertades y acceder al poder. Es inaudito que no veamos la triste realidad de algunos de nuestros vecinos, que ya recorrieron este traumático camino en el pasado. Como sociedad estamos yendo rumbo al matadero con los ojos vendados.",1
157,"“Muy bien que los maestros anuncien el retorno, pero hay que contarles a los colombianos que ya parte de los niños salieron a sus vacaciones (...) La invitación es a estar listos después de las semanas de receso”, dijo la ministra de Educación, María Victoria Angulo. Justo este viernes divulgó la Directiva 5 de 2021, según la cual
 “desde julio iniciará la presencialidad plena, y solo en casos 
excepcionales se establecerá la posibilidad de prestar el servicio 
educativo en la modalidad de alternancia”.",0
